CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)",Molecular_Weight (amu)
CM-2191963,JAK1 EC50(uM),0.038,49.22,1.101,-1.3276,1,5,3.0,0.55556,Class C,,,,,,327.4
CM-2216232,JAK1 EC50(uM),0.036,58.45,1.705,0.874,1,6,3.0,0.61905,Class C,,43.2,,,,365.47
CM-2216241,JAK1 EC50(uM),0.107,58.45,1.431,-1.6759,1,6,3.0,0.65217,Class C,,303.0,,,,391.51
CM-2144020,JAK1 EC50(uM),3.0,65.03,2.638,2.5953,2,5,3.0,0.29412,Class C,,,,,,294.35
CM-2159273,JAK1 EC50(uM),0.0118,55.21,1.788,1.7874,1,5,3.0,0.52941,Class C,27.9,40.0,,,61.8,350.34
CM-2191966,JAK1 EC50(uM),0.0443,49.22,1.035,-1.255,1,5,3.0,0.52941,Class C,,,,,,315.39
CM-2191924,JAK1 EC50(uM),0.131,58.45,1.403,-0.7674,1,6,3.0,0.63636,Class C,,,,,,415.48
CM-2114798,JAK1 EC50(uM),0.156,44.81,2.348,2.3024,1,4,2.0,0.53846,Class C,54.7,9.0,,,2.5,228.29
CM-2236107,JAK1 EC50(uM),0.487,67.68,0.664,0.6638,1,7,3.0,0.52941,Class C,59.1,546.0,,,18.9,365.38
CM-2114808,JAK1 EC50(uM),0.773,44.81,2.909,2.8665,1,4,2.0,0.57143,Class C,,,,,,242.32
CM-2107877,JAK1 EC50(uM),0.179,48.05,2.866,2.609,1,5,2.0,0.66667,Class C,,,,,,349.42
CM-2117765,JAK1 EC50(uM),0.39,55.21,1.775,1.7744,1,5,3.0,0.57895,Class C,44.1,6.0,,,25.8,322.4
CM-2157500,JAK1 EC50(uM),0.0512,68.1,0.977,0.9767,1,6,3.0,0.53333,Class C,,,,,,337.3
CM-2207365,JAK1 EC50(uM),0.0368,69.77,0.954,0.9529,1,5,3.0,0.3125,Class C,55.8,12.1,,,2.5,275.31
CM-2164954,JAK1 EC50(uM),0.0782,55.21,1.354,1.3536,1,5,3.0,0.52941,Class C,55.1,,,,10.2,316.37
CM-2118595,JAK1 EC50(uM),0.855,49.22,2.272,2.2707,1,5,3.0,0.52941,Class C,18.7,,,,46.7,351.37
CM-2169194,JAK1 EC50(uM),3.0,58.45,1.16,0.4398,1,6,3.0,0.57895,Class C,,,,,,391.39
CM-2150818,JAK1 EC50(uM),0.108,68.1,0.734,0.7336,1,6,3.0,0.61111,Class C,,,,,,359.37
CM-2247956,JAK1 EC50(uM),3.0,88.91,1.024,0.9741,1,7,2.0,0.55556,Class C,18.2,574.0,,,14.1,336.39
CM-2116970,JAK1 EC50(uM),0.0117,55.21,2.641,2.6404,1,5,3.0,0.55556,Class C,24.7,24.0,,,84.4,366.38
CM-2118988,JAK1 EC50(uM),0.0652,55.73,2.79,2.7897,1,5,3.0,0.55556,Class C,46.4,552.0,,,18.5,312.41
CM-2113385,JAK1 EC50(uM),0.0719,58.87,1.917,1.9169,1,5,3.0,0.4375,Class C,51.4,615.0,,,22.0,279.34
CM-2114794,JAK1 EC50(uM),0.0269,44.81,2.814,2.7741,1,4,2.0,0.53846,Class C,40.4,72.0,,,12.7,264.27
CM-2226870,JAK1 EC50(uM),0.107,55.21,1.489,1.4889,1,5,3.0,0.57895,Class C,,5.2,,,,376.38
CM-2235550,JAK1 EC50(uM),0.0657,49.22,0.899,-0.6676,1,5,3.0,0.55556,Class C,44.9,508.0,,,127.0,343.37
CM-2236079,JAK1 EC50(uM),0.336,55.21,1.167,1.1668,1,5,3.0,0.55556,Class C,3.43,595.0,,,12.9,344.36
CM-2222539,JAK1 EC50(uM),0.0314,55.21,2.749,2.7482,1,5,3.0,0.61905,Class C,6.9,12.4,,,,350.46
CM-2219564,JAK1 EC50(uM),0.057,55.21,2.81,2.8092,1,5,3.0,0.63636,Class C,10.2,5.0,,,3.37,400.46
CM-2229332,JAK1 EC50(uM),0.0713,55.21,1.934,1.9334,1,5,3.0,0.6,Class C,,,,,,390.4
CM-2229331,JAK1 EC50(uM),0.151,55.21,1.823,1.8207,1,5,3.0,0.6,Class C,,5.0,,,,390.4
CM-2166154,JAK1 EC50(uM),0.236,58.45,1.388,1.3829,1,6,3.0,0.57895,Class C,40.7,187.0,,,112.0,337.42
CM-2278904,JAK1 EC50(uM),0.364,79.09,1.651,1.6509,2,6,4.0,0.35,Class C,46.0,209.0,,,54.6,363.39
CM-2235549,JAK1 EC50(uM),0.0792,49.22,0.899,-0.6676,1,5,3.0,0.55556,Class C,53.0,542.0,,,234.0,343.37
CM-2206408,JAK1 EC50(uM),0.0321,55.21,2.68,2.6797,1,5,3.0,0.63636,Class C,3.53,18.0,,,35.8,400.46
CM-2162317,JAK1 EC50(uM),,58.45,1.065,-0.7191,1,6,3.0,0.6,Class C,46.5,547.0,,,12.9,351.45
CM-2205110,JAK1 EC50(uM),0.238,72.28,-0.503,-0.5036,1,6,3.0,0.5,Class C,35.7,60.3,,,,318.33
CM-2210002,JAK1 EC50(uM),3.0,122.06,3.372,3.3008,4,8,4.0,0.1,Class C,,51.8,,,,408.84
CM-2209158,JAK1 EC50(uM),3.0,67.77,3.989,3.9886,1,5,3.0,0.2381,Class C,40.6,270.0,,,2.5,344.41
CM-2160503,JAK1 EC50(uM),3.0,72.7,4.346,4.3462,1,6,3.0,0.33333,Class C,32.6,5.2,,,2.5,397.42
CM-2160504,JAK1 EC50(uM),3.0,72.7,4.53,4.53,1,6,3.0,0.36364,Class C,30.8,18.7,,,2.5,393.46
CM-2161039,JAK1 EC50(uM),0.879,58.53,0.913,-1.6991,2,5,3.0,0.42857,Class C,,536.0,,,14.6,291.3
CM-2161040,JAK1 EC50(uM),0.109,73.53,1.069,0.9026,1,6,3.0,0.47059,Class C,60.3,50.0,,,17.2,344.36
CM-2158791,JAK1 EC50(uM),0.274,57.69,2.546,2.5461,0,5,1.0,0.52632,Class C,,,,,2.5,429.36
CM-2158801,JAK1 EC50(uM),0.467,57.69,2.546,2.5461,0,5,1.0,0.52632,Class C,12.9,51.8,,,10.2,429.36
CM-2107584,JAK1 EC50(uM),0.185,48.05,3.319,3.2261,1,5,2.0,0.66667,Class C,34.8,14.0,,,2.5,385.4
CM-2038635,JAK1 EC50(uM),3.0,63.27,2.385,2.3396,1,6,2.0,0.6,Class C,57.9,535.0,,,195.0,288.34
CM-2003988,JAK1 EC50(uM),0.416,49.22,2.326,0.5359,1,5,3.0,0.55556,Class C,11.0,387.0,,,42.7,365.4
CM-2166348,JAK1 EC50(uM),0.0313,58.45,1.588,-0.7657,1,6,3.0,0.6,Class C,35.8,,,,36.0,407.43
CM-2146881,JAK1 EC50(uM),0.362,55.21,1.707,1.7059,1,5,3.0,0.6,Class C,27.6,34.0,,,11.1,372.41
CM-2071293,JAK1 EC50(uM),2.68,64.58,3.187,3.186,1,6,3.0,0.61905,Class C,12.1,16.0,,,60.1,400.59
CM-2071120,JAK1 EC50(uM),3.0,75.44,0.626,0.6263,2,6,3.0,0.46667,Class C,54.7,439.0,,,14.8,286.33
CM-2003144,JAK1 EC50(uM),0.155,69.44,1.023,-1.3526,2,6,3.0,0.55556,Class C,33.9,557.0,,,2.5,327.42
CM-2018310,JAK1 EC50(uM),0.0798,99.75,0.858,0.8576,2,7,3.0,0.47059,Class C,6.75,,,,9.43,325.37
CM-2129461,JAK1 EC50(uM),0.0268,55.21,2.52,2.5191,1,5,3.0,0.61905,Class C,3.26,,,,140.0,350.46
CM-2020768,JAK1 EC50(uM),2.15,62.11,0.578,0.5761,1,6,3.0,0.53333,Class C,51.8,9.0,,,,354.31
CM-2268823,JAK1 EC50(uM),0.369,64.44,1.21,1.2084,1,6,3.0,0.55556,Class C,,,,,,380.36
CM-2206495,JAK1 EC50(uM),0.0258,55.21,2.167,2.166,1,5,3.0,0.6,Class C,31.0,75.0,,,11.8,372.41
CM-2223259,JAK1 EC50(uM),0.0335,55.21,2.506,2.505,1,5,3.0,0.63636,Class C,4.58,5.2,,,,362.47
CM-2264644,JAK1 EC50(uM),0.374,55.21,1.001,1.0006,1,5,3.0,0.5,Class C,57.9,504.0,,,20.0,302.35
CM-2207121,JAK1 EC50(uM),0.0519,55.21,2.057,2.0559,1,5,3.0,0.6,Class C,17.7,20.0,,,93.0,372.41
CM-2162269,JAK1 EC50(uM),3.0,66.84,1.154,-1.7514,1,5,0.0,0.83333,Class C,,,,,,241.28
CM-2236111,JAK1 EC50(uM),0.172,58.45,0.897,0.6449,1,6,3.0,0.55556,Class C,45.4,252.0,,,14.2,361.39
CM-2278903,JAK1 EC50(uM),0.877,79.09,1.265,1.2651,2,6,4.0,0.35,Class C,50.3,197.0,,,216.0,363.39
CM-2019782,JAK1 EC50(uM),0.445,62.11,0.578,0.5761,1,6,3.0,0.53333,Class C,51.9,41.0,,,,354.31
CM-2121155,JAK1 EC50(uM),0.0209,55.21,2.52,2.5191,1,5,3.0,0.61905,Class C,5.43,4.0,,,2.85,350.46
CM-1991743,JAK1 EC50(uM),0.0354,69.52,0.393,0.3925,1,7,3.0,0.55,Class C,7.03,632.0,,,2.5,364.44
CM-2101256,JAK1 EC50(uM),0.0717,48.05,2.618,2.454,1,5,2.0,0.64706,Class C,44.4,556.0,,,12.3,335.39
CM-2048286,JAK1 EC50(uM),0.106,66.21,1.599,1.5984,2,5,3.0,0.55556,Class C,47.5,373.0,,,8.71,310.39
CM-2005059,JAK1 EC50(uM),0.62,55.21,0.269,0.2688,1,5,3.0,0.23077,Class C,61.9,539.0,,,2.5,240.26
CM-2113386,JAK1 EC50(uM),0.471,58.87,1.917,1.9169,1,5,3.0,0.4375,Class C,57.4,633.0,,,11.5,279.34
CM-2078650,JAK1 EC50(uM),0.0944,69.44,1.397,0.8163,2,6,3.0,0.6,Class C,,137.0,,,24.1,353.46
CM-2179733,JAK1 EC50(uM),0.0996,72.28,1.37,1.3697,1,6,3.0,0.5,Class C,36.1,11.0,,,8.47,342.37
CM-2146577,JAK1 EC50(uM),0.096,49.22,1.666,1.6662,1,5,3.0,0.375,Class C,41.2,266.0,,,20.7,297.33
CM-2101264,JAK1 EC50(uM),0.278,48.05,2.38,0.6421,1,5,2.0,0.55556,Class C,31.5,98.0,,,9.58,309.41
CM-2119560,JAK1 EC50(uM),0.0058,54.04,1.796,1.7577,1,5,2.0,0.5,Class C,,,,,15.6,268.26
CM-2247955,JAK1 EC50(uM),0.118,88.91,1.024,0.9741,1,7,2.0,0.55556,Class C,15.1,613.0,,,2.5,336.39
CM-2071292,JAK1 EC50(uM),0.041,90.0,0.305,0.3037,2,6,3.0,0.4375,Class C,,,,,,295.34
CM-2169187,JAK1 EC50(uM),3.0,58.45,1.16,0.4398,1,6,3.0,0.57895,Class C,,,,,,391.39
CM-2070751,JAK1 EC50(uM),2.77,75.44,0.626,0.6263,2,6,3.0,0.46667,Class C,48.4,558.0,,,16.9,286.33
CM-2043111,JAK1 EC50(uM),3.0,56.84,1.888,-1.2406,2,5,2.0,0.6,Class C,6.57,616.0,,,10.4,271.36
CM-2228595,JAK1 EC50(uM),0.0982,75.94,0.181,0.1806,1,6,3.0,0.42857,Class C,9.6,303.0,,,6.49,267.29
CM-2194430,JAK1 EC50(uM),0.0926,58.01,1.849,-0.9669,2,5,3.0,0.6,Class C,25.3,567.0,,,21.6,371.43
CM-2267608,JAK1 EC50(uM),0.505,69.44,-0.486,-1.9527,2,6,3.0,0.52941,Class C,,482.0,,,16.4,309.37
CM-2280530,JAK1 EC50(uM),0.474,58.01,1.488,-1.4753,2,5,3.0,0.57895,Class C,29.2,133.0,,,16.2,359.42
CM-2045075,JAK1 EC50(uM),3.0,74.34,2.437,2.392,1,7,2.0,0.61111,Class C,63.3,32.0,,,41.2,343.42
CM-2157504,JAK1 EC50(uM),0.585,55.35,0.817,0.8166,1,5,3.0,0.57895,Class C,,,,,,358.39
CM-2048293,JAK1 EC50(uM),0.00692,66.21,2.507,2.5067,2,5,3.0,0.57895,Class C,34.9,124.0,,,8.43,326.44
CM-2221798,JAK1 EC50(uM),0.0327,55.21,1.571,1.5707,1,5,3.0,0.55556,Class C,53.9,287.0,,,12.3,308.38
CM-2268824,JAK1 EC50(uM),0.39,64.44,1.321,1.3208,1,6,3.0,0.55556,Class C,,,,,,380.36
CM-2222548,JAK1 EC50(uM),0.0278,55.21,2.275,2.2741,1,5,3.0,0.61905,Class C,27.7,26.0,,,22.6,386.44
CM-2236106,JAK1 EC50(uM),0.256,58.45,1.53,1.4438,1,6,3.0,0.55556,Class C,48.8,510.0,,,,379.38
CM-2193724,JAK1 EC50(uM),0.141,58.45,0.477,0.4239,1,6,3.0,0.46667,Class C,57.5,544.0,,,9.89,321.33
CM-2221570,JAK1 EC50(uM),0.0496,55.21,0.165,0.1641,1,5,3.0,0.61905,Class C,21.7,26.0,,,144.0,380.39
CM-2019081,JAK1 EC50(uM),0.4,49.22,0.949,-1.1733,1,5,3.0,0.55556,Class C,16.8,538.0,,,34.2,307.39
CM-2044467,JAK1 EC50(uM),3.0,63.27,2.404,2.4025,1,6,2.0,0.6,Class C,60.5,554.0,,,218.0,288.34
CM-2045675,JAK1 EC50(uM),0.013,66.21,1.839,1.8378,2,5,3.0,0.44444,Class C,35.3,295.0,,,2.5,310.39
CM-2021179,JAK1 EC50(uM),0.0709,49.22,2.448,2.4469,1,5,3.0,0.57895,Class C,44.3,389.0,,,36.2,359.42
CM-2116979,JAK1 EC50(uM),0.014,55.21,2.221,2.2201,1,5,3.0,0.52941,Class C,37.5,,,,41.8,352.35
CM-1991680,JAK1 EC50(uM),0.0202,69.52,1.53,1.5294,1,7,3.0,0.57143,Class C,48.5,228.0,,,17.1,434.46
CM-2177789,JAK1 EC50(uM),0.118,72.28,1.389,1.3887,1,6,3.0,0.47059,Class C,64.0,76.0,,,37.0,310.35
CM-2162314,JAK1 EC50(uM),0.531,49.22,1.552,0.3297,1,5,3.0,0.55556,Class C,,248.0,,,4.95,345.39
CM-2273263,JAK1 EC50(uM),0.122,55.21,1.071,1.0706,1,5,3.0,0.5,Class C,51.5,102.0,,,6.68,318.32
CM-2221788,JAK1 EC50(uM),0.203,48.05,3.571,1.402,1,5,3.0,0.45455,Class C,1.98,154.0,,,89.0,359.47
CM-2236109,JAK1 EC50(uM),0.208,58.45,1.011,0.5211,1,6,3.0,0.57895,Class C,35.6,127.0,,,59.8,337.42
CM-2114803,JAK1 EC50(uM),2.81,44.81,2.335,2.2894,1,4,2.0,0.53846,Class C,,,,,,228.29
CM-2216235,JAK1 EC50(uM),0.114,58.45,3.354,3.2089,1,6,3.0,0.61905,Class C,,19.1,,,,419.44
CM-2039657,JAK1 EC50(uM),3.0,62.11,0.744,0.7439,1,6,3.0,0.53333,Class C,47.4,346.0,,,13.1,336.32
CM-2280888,JAK1 EC50(uM),0.0351,68.1,1.649,1.6493,1,6,4.0,0.35,Class C,40.7,22.0,,,10.8,363.39
CM-2206019,JAK1 EC50(uM),0.112,55.21,1.963,1.9621,1,5,3.0,0.57895,Class C,25.9,10.0,,,2.5,360.4
CM-2165948,JAK1 EC50(uM),3.0,55.21,1.707,1.7059,1,5,3.0,0.6,Class C,22.9,,,,2.5,372.41
CM-2281225,JAK1 EC50(uM),0.889,79.1,1.567,1.5668,2,6,4.0,0.31579,Class C,52.8,,,,48.6,351.38
CM-2204711,JAK1 EC50(uM),0.0853,55.21,0.934,0.9317,1,5,3.0,0.55556,Class C,37.8,63.0,,,2.5,362.35
CM-2236089,JAK1 EC50(uM),0.397,58.45,0.887,0.537,1,6,3.0,0.52941,Class C,56.1,540.0,,,17.3,311.38
CM-2166360,JAK1 EC50(uM),0.071,58.45,1.227,-1.0991,1,6,3.0,0.61905,Class C,20.2,,,,67.8,403.47
CM-2193722,JAK1 EC50(uM),0.0472,82.66,-1.161,-1.1612,1,6,3.0,0.52941,Class C,49.0,20.0,,,2.5,300.32
CM-2088878,JAK1 EC50(uM),1.49,68.28,1.525,-0.3826,2,6,2.0,0.64706,Class C,24.8,580.0,,,26.3,315.41
CM-2118257,JAK1 EC50(uM),0.0674,44.81,2.624,2.5781,1,4,2.0,0.5,Class C,58.3,89.0,,,10.2,270.25
CM-2216236,JAK1 EC50(uM),0.053,58.01,1.81,-0.8794,2,5,3.0,0.61905,Class C,,164.0,,,75.4,367.46
CM-2216245,JAK1 EC50(uM),0.05,49.22,2.267,0.9043,1,5,3.0,0.61905,Class C,,26.0,,,,385.45
CM-2162311,JAK1 EC50(uM),0.252,49.22,2.116,2.0203,1,5,3.0,0.55556,Class C,,24.0,,,12.6,345.39
CM-2176470,JAK1 EC50(uM),0.029,58.87,2.6,2.6001,1,5,3.0,0.61111,Class C,20.2,2.0,,,15.5,309.41
CM-2039655,JAK1 EC50(uM),3.0,62.11,0.744,0.7439,1,6,3.0,0.53333,Class C,51.9,440.0,,,7.31,336.32
CM-2232003,JAK1 EC50(uM),0.119,68.59,2.407,2.3615,1,5,2.0,0.53333,Class C,58.4,127.0,,,2.5,269.34
CM-2101236,JAK1 EC50(uM),0.0387,75.44,0.901,0.9005,2,6,3.0,0.55556,Class C,57.1,23.0,,,15.8,328.41
CM-2025343,JAK1 EC50(uM),1.6,49.22,2.015,2.0143,1,5,3.0,0.55556,Class C,9.0,10.0,,,253.0,363.38
CM-2114796,JAK1 EC50(uM),0.564,44.81,2.504,2.459,1,4,2.0,0.53846,Class C,44.7,256.0,,,10.8,228.29
CM-2224950,JAK1 EC50(uM),0.0141,70.9,0.046,-1.8433,2,6,3.0,0.5,Class C,,137.0,,,3.13,268.32
CM-2193712,JAK1 EC50(uM),0.118,66.21,0.137,0.1373,2,5,3.0,0.42857,Class C,53.1,578.0,,,9.24,290.27
CM-2236349,JAK1 EC50(uM),0.0313,49.22,1.834,1.7853,1,5,3.0,0.57895,Class C,40.0,190.0,,,289.0,357.4
CM-2157719,JAK1 EC50(uM),0.0599,49.22,2.194,-0.2716,1,5,3.0,0.61905,Class C,16.8,21.0,,,2.5,423.45
CM-2015125,JAK1 EC50(uM),1.28,55.21,-0.101,-0.1015,1,5,3.0,0.33333,Class C,,579.0,,,4.05,228.25
CM-2015124,JAK1 EC50(uM),0.903,49.22,2.693,0.56,1,5,3.0,0.6,Class C,,,,,,391.43
CM-2164065,JAK1 EC50(uM),3.0,48.05,3.347,0.6254,1,5,2.0,0.71429,Class C,11.1,241.0,,,90.4,389.49
CM-2217638,JAK1 EC50(uM),0.0453,68.1,1.614,1.614,1,6,3.0,0.61111,Class C,51.1,137.0,,,7.86,359.37
CM-2044154,JAK1 EC50(uM),0.0584,49.22,2.229,0.5299,1,5,3.0,0.57895,Class C,27.7,471.0,,,11.3,359.42
CM-2166351,JAK1 EC50(uM),0.256,49.22,1.784,-0.9455,1,5,3.0,0.6,Class C,16.1,,,,2.5,355.45
CM-2191926,JAK1 EC50(uM),0.0672,49.22,2.497,0.5278,1,5,3.0,0.6,Class C,4.31,29.0,,,59.9,391.43
CM-2163854,JAK1 EC50(uM),3.0,48.05,3.347,0.6254,1,5,2.0,0.71429,Class C,11.7,169.0,,,89.2,389.49
CM-2156485,JAK1 EC50(uM),0.316,49.22,1.729,0.2522,1,5,3.0,0.57895,Class C,23.4,36.0,,,10.3,341.43
CM-2163856,JAK1 EC50(uM),3.0,48.05,3.347,0.6254,1,5,2.0,0.71429,Class C,,232.0,,,89.3,389.49
CM-2114811,JAK1 EC50(uM),3.0,44.81,2.633,2.587,1,4,2.0,0.5,Class C,,,,,,270.25
CM-2191946,JAK1 EC50(uM),0.109,49.22,2.18,0.0126,1,5,3.0,0.63636,Class C,6.58,179.0,,,7.87,399.48
CM-2225171,JAK1 EC50(uM),0.114,58.45,1.391,1.3909,1,6,3.0,0.63636,Class C,,10.4,,,,451.46
CM-2189343,JAK1 EC50(uM),0.314,58.45,0.477,0.4239,1,6,3.0,0.46667,Class C,55.3,319.0,,,,321.33
CM-2143285,JAK1 EC50(uM),0.0129,49.22,1.548,-0.6379,1,5,3.0,0.57895,Class C,17.0,352.0,,,109.0,359.42
CM-2114787,JAK1 EC50(uM),3.0,44.81,1.885,1.8416,1,4,2.0,0.45455,Class C,,,,,,220.25
CM-2216230,JAK1 EC50(uM),0.0314,58.01,2.006,-0.7623,2,5,3.0,0.6,Class C,,254.0,,,,335.45
CM-2208732,JAK1 EC50(uM),0.136,58.45,1.338,1.3378,1,6,3.0,0.57895,Class C,,287.0,,,67.1,373.4
CM-2221148,JAK1 EC50(uM),0.00813,69.77,-0.658,-0.6589,1,5,3.0,0.5,Class C,65.3,93.0,,,2.5,299.33
CM-1375266,JAK1 EC50(uM),0.0329,90.97,2.056,1.9931,2,7,2.0,0.66667,Class C,38.3,163.0,,,52.5,377.5
CM-2114792,JAK1 EC50(uM),0.00903,44.81,2.555,2.509,1,4,2.0,0.6,Class C,35.3,3.0,,,2.5,292.33
CM-2193981,JAK1 EC50(uM),0.0226,69.77,0.601,0.6003,1,5,3.0,0.4,Class C,59.6,4.0,,,6.68,299.28
CM-2225169,JAK1 EC50(uM),0.186,78.67,1.094,1.0935,2,7,3.0,0.66667,Class C,,18.8,,,,493.5
CM-2191939,JAK1 EC50(uM),0.0215,58.45,2.135,0.0461,1,6,3.0,0.61905,Class C,11.4,20.0,,,15.4,421.46
CM-2020765,JAK1 EC50(uM),0.253,49.22,2.054,-0.3056,1,5,4.0,0.3,Class C,,258.0,,,174.0,331.41
CM-2263079,JAK1 EC50(uM),0.277,52.46,1.685,0.3227,1,6,3.0,0.6,Class C,,,,,,404.43
CM-2263078,JAK1 EC50(uM),0.688,52.46,1.808,0.3243,1,6,3.0,0.63636,Class C,,,,,,430.47
CM-2191951,JAK1 EC50(uM),0.0789,58.45,1.75,-0.1462,1,6,3.0,0.61905,Class C,23.1,43.0,,,12.3,419.44
CM-2162310,JAK1 EC50(uM),,49.22,2.158,0.2284,1,5,3.0,0.6,Class C,,328.0,,,172.0,335.45
CM-2066679,JAK1 EC50(uM),1.38,65.03,1.479,1.4328,2,5,2.0,0.53846,Class C,54.1,493.0,,,12.0,246.31
CM-2281226,JAK1 EC50(uM),0.135,79.1,1.567,1.5668,2,6,4.0,0.31579,Class C,45.7,,,,13.7,351.38
CM-2263082,JAK1 EC50(uM),1.3,52.46,1.176,-0.6649,1,6,3.0,0.63636,Class C,,,,,,412.48
CM-2263062,JAK1 EC50(uM),0.121,52.46,1.103,-0.9683,1,6,3.0,0.61905,Class C,,,,,,398.45
CM-1999923,JAK1 EC50(uM),0.0864,75.52,1.508,1.508,1,7,3.0,0.45,Class C,41.3,117.0,,,3.43,363.41
CM-2191959,JAK1 EC50(uM),0.031,49.22,1.97,-0.6596,1,5,3.0,0.6,Class C,13.8,207.0,,,12.8,373.44
CM-2118259,JAK1 EC50(uM),0.0338,44.81,2.188,2.1433,1,4,2.0,0.5,Class C,50.6,115.0,,,6.24,268.24
CM-2263073,JAK1 EC50(uM),0.716,52.46,1.556,-0.0605,1,6,3.0,0.6,Class C,,,,,,404.43
CM-1999019,JAK1 EC50(uM),0.0539,99.31,0.707,0.7072,1,8,3.0,0.52381,Class C,39.7,52.0,,,2.95,390.44
CM-2285509,JAK1 EC50(uM),0.0212,58.01,0.334,-0.7652,2,5,3.0,0.5,Class C,53.7,294.0,,,5.39,317.34
CM-2166350,JAK1 EC50(uM),0.0675,58.45,0.989,-1.4471,1,6,3.0,0.6,Class C,43.6,23.0,,,19.7,387.43
CM-2232241,JAK1 EC50(uM),0.033,49.22,1.427,0.5058,1,5,3.0,0.57895,Class C,19.5,204.0,,,197.0,357.4
CM-2015126,JAK1 EC50(uM),3.0,55.21,-0.101,-0.1015,1,5,3.0,0.33333,Class C,,587.0,,,8.81,228.25
CM-2263072,JAK1 EC50(uM),0.257,52.46,1.091,-0.6328,1,6,3.0,0.6,Class C,,,,,,386.44
CM-2021244,JAK1 EC50(uM),0.422,55.21,0.688,0.6881,1,5,3.0,0.42857,Class C,49.8,521.0,,,8.04,254.29
CM-1987668,JAK1 EC50(uM),0.343,49.22,2.377,-0.3664,1,5,3.0,0.6,Class C,10.1,150.0,,,64.2,337.46
CM-2079692,JAK1 EC50(uM),0.0159,55.21,1.973,1.972,1,5,3.0,0.52941,Class C,64.2,179.0,,,107.0,298.38
CM-2263074,JAK1 EC50(uM),0.405,52.46,1.245,-0.7156,1,6,3.0,0.6,Class C,,,,,,386.44
CM-2191956,JAK1 EC50(uM),0.109,58.45,1.857,-0.1688,1,6,3.0,0.6,Class C,22.7,69.0,,,34.0,389.44
CM-2216783,JAK1 EC50(uM),0.074,58.45,1.202,-0.2866,1,6,3.0,0.57895,Class C,46.7,151.0,,,2.5,375.42
CM-2122654,JAK1 EC50(uM),0.121,55.73,2.393,2.3926,1,5,3.0,0.5,Class C,38.0,594.0,,,2.5,320.34
CM-2142256,JAK1 EC50(uM),0.0487,49.22,2.693,0.3897,1,5,3.0,0.6,Class C,15.1,169.0,,,6.03,391.43
CM-2216231,JAK1 EC50(uM),0.0821,49.22,2.723,2.5882,1,5,3.0,0.61905,Class C,,19.1,,,,385.45
CM-2160319,JAK1 EC50(uM),0.072,52.46,1.449,1.4435,1,6,3.0,0.52941,Class C,55.4,23.0,,,8.3,364.37
CM-2182937,JAK1 EC50(uM),0.286,68.1,-0.753,-0.7531,1,6,3.0,0.52632,Class C,52.6,71.0,,,23.4,329.36
CM-2064306,JAK1 EC50(uM),0.0256,49.22,2.118,0.2535,1,5,3.0,0.57895,Class C,21.8,86.0,,,10.3,395.4
CM-2191960,JAK1 EC50(uM),0.0373,49.22,1.896,-0.3733,1,5,3.0,0.57895,Class C,17.8,44.0,,,18.1,359.42
CM-2068141,JAK1 EC50(uM),0.146,66.21,2.22,2.2196,2,5,3.0,0.55556,Class C,33.5,211.0,,,53.8,312.41
CM-2160318,JAK1 EC50(uM),0.212,52.46,1.486,1.4808,1,6,3.0,0.52941,Class C,50.0,22.0,,,11.3,364.37
CM-2191954,JAK1 EC50(uM),0.084,58.45,0.672,-1.412,1,6,3.0,0.6,Class C,29.6,154.0,,,9.33,369.44
CM-2187010,JAK1 EC50(uM),0.0638,66.21,-0.302,-0.3028,2,5,3.0,0.42857,Class C,44.8,500.0,,,2.5,272.28
CM-2216810,JAK1 EC50(uM),0.249,75.44,-0.166,-0.166,2,6,3.0,0.5,Class C,33.4,424.0,,,2.5,298.34
CM-2147520,JAK1 EC50(uM),0.453,66.21,0.352,0.3507,2,5,3.0,0.46667,Class C,44.0,203.0,,,15.5,268.31
CM-2261598,JAK1 EC50(uM),3.0,58.45,0.637,0.6362,1,6,3.0,0.57895,Class C,46.7,162.0,,,,355.41
CM-2231453,JAK1 EC50(uM),0.104,64.44,0.744,0.7431,1,6,3.0,0.52941,Class C,68.0,270.0,,,40.9,312.37
CM-2191965,JAK1 EC50(uM),0.0224,49.22,1.864,-0.4361,1,5,3.0,0.6,Class C,19.6,71.0,,,14.0,373.44
CM-2156491,JAK1 EC50(uM),3.0,48.05,2.277,2.2312,1,5,2.0,0.6,Class C,34.7,555.0,,,17.7,325.33
CM-2163858,JAK1 EC50(uM),3.0,48.05,3.347,0.6254,1,5,2.0,0.71429,Class C,9.51,204.0,,,119.0,389.49
CM-2162312,JAK1 EC50(uM),0.222,49.22,2.116,2.0203,1,5,3.0,0.55556,Class C,,55.0,,,30.5,345.39
CM-2211212,JAK1 EC50(uM),0.0401,56.88,2.314,2.314,1,4,3.0,0.41176,Class C,39.7,5.2,,,,278.35
CM-2204455,JAK1 EC50(uM),0.0177,55.21,1.561,1.561,1,5,3.0,0.55556,Class C,34.0,81.0,,,367.0,344.36
